date,ticker,return,momentum,sentiment,PE,ROE,PB
2020-01-02,AAPL,,,0.6,34.35488,1.5202099,45.19173
2020-01-03,AAPL,-0.0097223489680686,,-0.25,34.35488,1.5202099,45.19173
2020-01-06,AAPL,0.0079682508603424,,1.0,34.35488,1.5202099,45.19173
2020-01-07,AAPL,-0.0047028699784772,,0.25,34.35488,1.5202099,45.19173
2020-01-08,AAPL,0.0160863340303534,,0.3333333333333333,34.35488,1.5202099,45.19173
2020-01-09,AAPL,0.0212405521340974,,0.5,34.35488,1.5202099,45.19173
2020-01-10,AAPL,0.0022610919234042,,-0.6,34.35488,1.5202099,45.19173
2020-01-13,AAPL,0.0213640912334152,,0.0,34.35488,1.5202099,45.19173
2020-01-14,AAPL,-0.0135031487908656,,0.0,34.35488,1.5202099,45.19173
2020-01-15,AAPL,-0.0042854459021796,,0.6666666666666666,34.35488,1.5202099,45.19173
2020-01-16,AAPL,0.0125262849175782,,0.0,34.35488,1.5202099,45.19173
2020-01-17,AAPL,0.0110708338792597,,0.0,34.35488,1.5202099,45.19173
2020-01-21,AAPL,-0.0067766907418392,,0.5714285714285714,34.35488,1.5202099,45.19173
2020-01-22,AAPL,0.0035696296739162,,0.3333333333333333,34.35488,1.5202099,45.19173
2020-01-23,AAPL,0.0048159657903246,,0.2,34.35488,1.5202099,45.19173
2020-01-24,AAPL,-0.0028821546738495,,-1.0,34.35488,1.5202099,45.19173
2020-01-27,AAPL,-0.0294054946468844,,0.3333333333333333,34.35488,1.5202099,45.19173
2020-01-28,AAPL,0.0282893876174921,,0.75,34.35488,1.5202099,45.19173
2020-01-29,AAPL,0.0209325130661954,,0.1666666666666666,34.35488,1.5202099,45.19173
2020-01-30,AAPL,-0.0014490145744576,,0.0,34.35488,1.5202099,45.19173
2020-01-31,AAPL,-0.0443388689611499,,0.0,34.35488,1.5202099,45.19173
2020-02-03,AAPL,-0.0027459599018068,,0.6666666666666666,34.35488,1.5202099,45.19173
2020-02-04,AAPL,0.0330134376293613,,0.3333333333333333,34.35488,1.5202099,45.19173
2020-02-05,AAPL,0.0081540998408209,,0.6666666666666666,34.35488,1.5202099,45.19173
2020-02-06,AAPL,0.0116971248112756,,0.0,34.35488,1.5202099,45.19173
2020-02-07,AAPL,-0.0135927075265723,,0.3333333333333333,34.35488,1.5202099,45.19173
2020-02-10,AAPL,0.0047498513883168,,0.3333333333333333,34.35488,1.5202099,45.19173
2020-02-11,AAPL,-0.0060337108121799,,0.0,34.35488,1.5202099,45.19173
2020-02-12,AAPL,0.0237481639316146,,0.0,34.35488,1.5202099,45.19173
2020-02-13,AAPL,-0.0071215062308475,,-1.0,34.35488,1.5202099,45.19173
2020-02-14,AAPL,0.000246482617241,,0.0,34.35488,1.5202099,45.19173
2020-02-18,AAPL,-0.0183106225514497,,0.0,34.35488,1.5202099,45.19173
2020-02-19,AAPL,0.0144825412700213,,0.0,34.35488,1.5202099,45.19173
2020-02-20,AAPL,-0.010258392656029,,0.25,34.35488,1.5202099,45.19173
2020-02-21,AAPL,-0.0226352862358732,,0.0,34.35488,1.5202099,45.19173
2020-02-24,AAPL,-0.0475001250704025,,0.0,34.35488,1.5202099,45.19173
2020-02-25,AAPL,-0.033872258955385,,0.0,34.35488,1.5202099,45.19173
2020-02-26,AAPL,0.0158633514285138,,-0.5,34.35488,1.5202099,45.19173
2020-02-27,AAPL,-0.0653683470144974,,-0.3333333333333333,34.35488,1.5202099,45.19173
2020-02-28,AAPL,-0.0005843590111518,,0.0,34.35488,1.5202099,45.19173
2020-03-02,AAPL,0.0931003586402925,,0.0,34.35488,1.5202099,45.19173
2020-03-03,AAPL,-0.0317593092567917,,0.6666666666666666,34.35488,1.5202099,45.19173
2020-03-04,AAPL,0.0463847712476364,,0.0,34.35488,1.5202099,45.19173
2020-03-05,AAPL,-0.03243735643357,,0.3333333333333333,34.35488,1.5202099,45.19173
2020-03-06,AAPL,-0.0132797737172695,,1.0,34.35488,1.5202099,45.19173
2020-03-09,AAPL,-0.0790924320725128,,0.4,34.35488,1.5202099,45.19173
2020-03-10,AAPL,0.0720218389559683,,0.0,34.35488,1.5202099,45.19173
2020-03-11,AAPL,-0.0347308735474718,,0.0,34.35488,1.5202099,45.19173
2020-03-12,AAPL,-0.0987542893919309,,0.0,34.35488,1.5202099,45.19173
2020-03-13,AAPL,0.1198083022389246,,0.0,34.35488,1.5202099,45.19173
2020-03-16,AAPL,-0.1286470485334109,,0.3333333333333333,34.35488,1.5202099,45.19173
2020-03-17,AAPL,0.0439700837686807,,-0.5,34.35488,1.5202099,45.19173
2020-03-18,AAPL,-0.0244800454235799,,-0.25,34.35488,1.5202099,45.19173
2020-03-19,AAPL,-0.0076621819771419,,0.0,34.35488,1.5202099,45.19173
2020-03-20,AAPL,-0.0634853475952935,,-1.0,34.35488,1.5202099,45.19173
2020-03-23,AAPL,-0.0212442740279397,,0.2,34.35488,1.5202099,45.19173
